type,word,length
ham,hi dear call me its urgnt i dont know whats your problem you dont want work or if you have any other problem at least tell me wating for your repli,147
ham,yar i wanted scold u yest but late already i where got zhong se qing you if u ask me b he ask me then ill go out w u all lor n u still can act so r,147
ham,you stayin out of trouble strangersaw dave other day hes sorted nowstill with me bloke when u gona get girl mrur mum still thinks we will get getha,147
ham,hi my darlin im on my way london and we have just been smashed into by another driver and have big dent im really missing u what have u been up xxx,147
ham,im gonnamissu so muchi would say il send u postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,147
ham,hes really into skateboarding now despite fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minut,147
ham,fun fact although you would think armand would eventually build up tolerance or some shit considering how much he smokes he gets fucked up like hit,147
ham,hiya how was last night ive been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wan na meet,147
ham,good afternoon my love how goes that day i hope maybe you got some leads on job i think of you boytoy and send you passionate kiss from across sea,146
ham,dont search love let love find u thats why its called falling love bcoz u dont force yourself u just fall and u know there is smeone hold u bslvyl,146
ham,hello my little party animal i just thought id buzz you as you were with your friends grins reminding you were loved and send naughty adoring kiss,146
ham,im cool ta luv but vtired cause i have been doin loads of planning all wk we have got our social services inspection at nursery take care spk sn x,146
ham,he is impossible argue with and he always treats me like his sub like he never released me which he did and i will remind him of that if necessari,146
ham,cant i feel nauseous im so pissed i didnt eat any sweets all week cause today i was planning pig out i was dieting all week and now im not hungri,145
ham,beautiful truth against gravity read carefully our heart feels light when someone is it but it feels very heavy when someone leaves it good night,145
ham,you have come into my life and brought sun shiny down on me warming my heart putting constant smile on my face making me feel loved and cared for,145
